id,created,modified,aumg,cplu,cpul,cprs,mzlu,mzul,mzrs,pblu,pbul,pbrs,vnno,vndt,vncd
1,2020-01-01 00:00:00,2020-01-01 00:00:00,"_None_",2020-01-01,30,'https://www.nationalpoetrylibrary.org.uk/write-publish/competitions/',2020-01-01,151,https://www.nationalpoetrylibrary.org.uk/write-publish/magazines/',2020-01-01,299,'https://www.nationalpoetrylibrary.org.uk/write-publish/publishers/','0.1.1',01-01-2020,'δ'
